"source_item_id","source_url","source_primary_keyword","target_item_id","target_url","target_primary_keyword","anchor_text","link_context","relationship","status","destination_quality_status","destination_http_status","destination_canonical_url","last_verified","reason_or_follow_up"
"proplogai-live-blog-prop-firm-expense-tracking-guide","https://proplogai.com/blogs/prop-firm-expense-tracking-guide","prop firm expense tracking guide","proplogai-live-blog-prop-firm-roi-calculator","https://proplogai.com/blogs/prop-firm-roi-calculator","prop firm roi calculator","Prop Firm ROI Calculator: Fees Payouts and Failed Challenges","Record keeping separated from ROI calculation","sibling","live_verified","approved","200","https://proplogai.com/blogs/prop-firm-roi-calculator","2026-09-21","Existing live relationship verified"
"proplogai-live-blog-prop-firm-expense-tracking-guide","https://proplogai.com/blogs/prop-firm-expense-tracking-guide","prop firm expense tracking","proplogai-live-glossary-funded-account","https://proplogai.com/glossary/funded-account","funded trading account","funded trading account","Use where 'funded trading account' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/funded-account","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-prop-firm-pnl-calendar","https://proplogai.com/blogs/prop-firm-pnl-calendar","trading P and L calendar","proplogai-live-blog-prop-firm-trading-journal","https://proplogai.com/blogs/prop-firm-trading-journal","prop firm trading journal","prop firm trading journal","Use where 'prop firm trading journal' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-trading-journal","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-prop-firm-pnl-calendar","https://proplogai.com/blogs/prop-firm-pnl-calendar","trading P and L calendar","proplogai-live-glossary-equity-curve","https://proplogai.com/glossary/equity-curve","trading equity curve","trading equity curve","Use where 'trading equity curve' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/equity-curve","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-prop-firm-pnl-calendar","https://proplogai.com/blogs/prop-firm-pnl-calendar","trading P and L calendar","proplogai-live-glossary-performance-report","https://proplogai.com/glossary/performance-report","trading performance report","trading performance report","Use where 'trading performance report' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/performance-report","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-prop-firm-risk-management","https://proplogai.com/blogs/prop-firm-risk-management","forex risk management","proplogai-live-glossary-drawdown","https://proplogai.com/glossary/drawdown","drawdown in prop firm","drawdown in prop firm","Use where 'drawdown in prop firm' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/drawdown","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-prop-firm-risk-management","https://proplogai.com/blogs/prop-firm-risk-management","forex risk management","proplogai-live-glossary-position-sizing","https://proplogai.com/glossary/position-sizing","position sizing","position sizing","Use where 'position sizing' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/position-sizing","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-prop-firm-risk-management","https://proplogai.com/blogs/prop-firm-risk-management","forex risk management","proplogai-live-glossary-risk-per-trade","https://proplogai.com/glossary/risk-per-trade","risk per trade","risk per trade","Use where 'risk per trade' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/risk-per-trade","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-prop-firm-roi-calculator","https://proplogai.com/blogs/prop-firm-roi-calculator","prop firm roi calculator","proplogai-live-blog-prop-firm-expense-tracking-guide","https://proplogai.com/blogs/prop-firm-expense-tracking-guide","prop firm expense tracking guide","The Complete Guide to Tracking Your Prop Firm Expenses","Reciprocal reader path","sibling","live_verified","approved","200","https://proplogai.com/blogs/prop-firm-expense-tracking-guide","2026-09-21","Existing live relationship verified"
"proplogai-live-blog-prop-firm-roi-calculator","https://proplogai.com/blogs/prop-firm-roi-calculator","prop firm ROI calculator","proplogai-live-glossary-funded-account","https://proplogai.com/glossary/funded-account","funded trading account","funded trading account","Use where 'funded trading account' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/funded-account","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-prop-firm-roi-calculator","https://proplogai.com/blogs/prop-firm-roi-calculator","prop firm ROI calculator","proplogai-live-glossary-profit-target","https://proplogai.com/glossary/profit-target","prop firm profit target","prop firm profit target","Use where 'prop firm profit target' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/profit-target","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-prop-firm-trading-journal","https://proplogai.com/blogs/prop-firm-trading-journal","prop firm trading journal","proplogai-live-blog-prop-firm-pnl-calendar","https://proplogai.com/blogs/prop-firm-pnl-calendar","pnl calendar","P&L calendar","Incorrect legacy destination repaired","pillar_to_cluster","verified_in_draft","approved","200","https://proplogai.com/blogs/prop-firm-pnl-calendar","2026-09-21","Deploy Batch F before marking live_verified"
"proplogai-live-blog-prop-firm-trading-journal","https://proplogai.com/blogs/prop-firm-trading-journal","prop firm trading journal","proplogai-live-blog-tracking-trading-emotions","https://proplogai.com/blogs/tracking-trading-emotions","tracking trading emotions","tracking trading emotions","Weak legacy emotion destination replaced","pillar_to_cluster","verified_in_draft","approved","200","https://proplogai.com/blogs/tracking-trading-emotions","2026-09-21","Deploy Batch F before marking live_verified"
"proplogai-live-blog-prop-firm-trading-journal","https://proplogai.com/blogs/prop-firm-trading-journal","prop firm trading journal","proplogai-2026-09-24-trading-journal-template","https://proplogai.com/blogs/trading-journal-template","trading journal template","trading journal template","Placed after the existing simple-template field list.","pillar_to_cluster","verified_in_draft","audited_live_page","200","https://proplogai.com/blogs/trading-journal-template","2026-09-24","Verified in the local release candidate after revision 5 approval."
"proplogai-live-blog-prop-firm-trading-journal","https://proplogai.com/blogs/prop-firm-trading-journal","prop firm trading journal","proplogai-live-glossary-trade-review","https://proplogai.com/glossary/trade-review","trade review","trade review","Use where 'trade review' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/trade-review","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-prop-firm-trading-journal","https://proplogai.com/blogs/prop-firm-trading-journal","prop firm trading journal","proplogai-live-glossary-trading-journal","https://proplogai.com/glossary/trading-journal","trading journal","trading journal","First useful definition mention","definition","verified_in_draft","approved","200","https://proplogai.com/glossary/trading-journal","2026-09-21","Deploy Batch F before marking live_verified"
"proplogai-live-blog-prop-firm-trading-rulebook","https://proplogai.com/blogs/prop-firm-trading-rulebook","trading rulebook","proplogai-live-blog-trading-discipline-prop-firm","https://proplogai.com/blogs/trading-discipline-prop-firm","trading discipline","trading discipline","Use where 'trading discipline' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/trading-discipline-prop-firm","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-prop-firm-trading-rulebook","https://proplogai.com/blogs/prop-firm-trading-rulebook","trading rulebook","proplogai-live-glossary-rule-based-trading","https://proplogai.com/glossary/rule-based-trading","rule based trading","rule based trading","Use where 'rule based trading' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/rule-based-trading","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-prop-firm-trading-rulebook","https://proplogai.com/blogs/prop-firm-trading-rulebook","trading rulebook","proplogai-live-glossary-trading-plan","https://proplogai.com/glossary/trading-plan","trading plan","trading plan","Use where 'trading plan' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/trading-plan","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-revenge-trading-prop-firm","https://proplogai.com/blogs/revenge-trading-prop-firm","how to stop revenge trading","proplogai-live-blog-trading-psychology-prop-firm","https://proplogai.com/blogs/trading-psychology-prop-firm","trading psychology","trading psychology","Use where 'trading psychology' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/trading-psychology-prop-firm","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-revenge-trading-prop-firm","https://proplogai.com/blogs/revenge-trading-prop-firm","revenge trading prop firm","proplogai-live-glossary-revenge-trading","https://proplogai.com/glossary/revenge-trading","revenge trading","revenge trading","First useful definition mention","definition","verified_in_draft","approved","200","https://proplogai.com/glossary/revenge-trading","2026-09-21","Deploy Batch F before marking live_verified"
"proplogai-live-blog-revenge-trading-prop-firm","https://proplogai.com/blogs/revenge-trading-prop-firm","how to stop revenge trading","proplogai-live-glossary-tilt","https://proplogai.com/glossary/tilt","tilt in trading","tilt in trading","Use where 'tilt in trading' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/tilt","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-tracking-trading-emotions","https://proplogai.com/blogs/tracking-trading-emotions","how to track trading emotions","proplogai-live-blog-trading-psychology-prop-firm","https://proplogai.com/blogs/trading-psychology-prop-firm","trading psychology","trading psychology","Use where 'trading psychology' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/trading-psychology-prop-firm","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-tracking-trading-emotions","https://proplogai.com/blogs/tracking-trading-emotions","how to track trading emotions","proplogai-live-glossary-emotion-tracking","https://proplogai.com/glossary/emotion-tracking","trading emotion tracking","trading emotion tracking","Use where 'trading emotion tracking' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/emotion-tracking","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-tracking-trading-emotions","https://proplogai.com/blogs/tracking-trading-emotions","how to track trading emotions","proplogai-live-glossary-fomo","https://proplogai.com/glossary/fomo","FOMO in trading","FOMO in trading","Use where 'FOMO in trading' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/fomo","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-trading-discipline-prop-firm","https://proplogai.com/blogs/trading-discipline-prop-firm","trading discipline","proplogai-live-glossary-rule-based-trading","https://proplogai.com/glossary/rule-based-trading","rule based trading","rule based trading","Use where 'rule based trading' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/rule-based-trading","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-trading-discipline-prop-firm","https://proplogai.com/blogs/trading-discipline-prop-firm","trading discipline","proplogai-live-glossary-setup-compliance","https://proplogai.com/glossary/setup-compliance","setup compliance","setup compliance","Use where 'setup compliance' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/setup-compliance","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-trading-emotions-account-killer","https://proplogai.com/blogs/trading-emotions-account-killer","trading emotions account killer","proplogai-live-blog-tracking-trading-emotions","https://proplogai.com/blogs/tracking-trading-emotions","tracking trading emotions","tracking trading emotions before, during, and after a trade","Legacy cross-link moved to approved workflow","sibling","verified_in_draft","approved","200","https://proplogai.com/blogs/tracking-trading-emotions","2026-09-21","Deploy Batch F before marking live_verified"
"proplogai-live-blog-trading-emotions-account-killer","https://proplogai.com/blogs/trading-emotions-account-killer","trading emotions","proplogai-live-blog-trading-psychology-prop-firm","https://proplogai.com/blogs/trading-psychology-prop-firm","trading psychology","trading psychology","Use where 'trading psychology' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/trading-psychology-prop-firm","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-trading-emotions-account-killer","https://proplogai.com/blogs/trading-emotions-account-killer","trading emotions","proplogai-live-glossary-emotion-tracking","https://proplogai.com/glossary/emotion-tracking","trading emotion tracking","trading emotion tracking","Use where 'trading emotion tracking' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/emotion-tracking","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-trading-emotions-account-killer","https://proplogai.com/blogs/trading-emotions-account-killer","trading emotions","proplogai-live-glossary-revenge-trading","https://proplogai.com/glossary/revenge-trading","revenge trading","revenge trading","Use where 'revenge trading' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/revenge-trading","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-trading-journal-benefits","https://proplogai.com/blogs/trading-journal-benefits","trading journal benefits","proplogai-live-blog-prop-firm-trading-journal","https://proplogai.com/blogs/prop-firm-trading-journal","prop firm trading journal","prop firm trading journal","Use where 'prop firm trading journal' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-trading-journal","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-trading-journal-benefits","https://proplogai.com/blogs/trading-journal-benefits","trading journal benefits","proplogai-live-glossary-trade-review","https://proplogai.com/glossary/trade-review","trade review","trade review","Use where 'trade review' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/trade-review","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
