url,content_type,sitemap_lastmod,checked_date,status,final_url,redirect_count,title,title_length,description,description_length,canonical,canonical_matches,robots,noindex,published_time,modified_time,visible_time_values,h1_count,h1,word_count_approx,internal_links,blog_links,glossary_links,external_source_links,jsonld_blocks,schema_types,image_count,images_missing_alt,risky_flags,response_ms,error
https://proplogai.com/blogs/trading-psychology-prop-firm,blog,2026-07-07,2026-09-19,200,https://proplogai.com/blogs/trading-psychology-prop-firm,0,Trading Psychology for Prop Firm Traders: Why Your Mind Breaks the Rules | PropLogAI Blog,89,"Trading psychology is why prop firm traders break their own rules. Learn the patterns behind revenge trading, overconfidence, and FOMO, and how to spot yours.",158,https://proplogai.com/blogs/trading-psychology-prop-firm/,true,,false,,,,2,Trading Psychology for Prop Firm Traders: Why Your Mind Breaks the Rules | Trading Psychology for Prop Firm Traders: Why Your Mind Breaks the Rules,1630,11,8,0,0,0,,4,0,outcome_language,187,
https://proplogai.com/blogs/forex-journal-funded-accounts,blog,2026-07-06,2026-09-19,200,https://proplogai.com/blogs/forex-journal-funded-accounts,0,How to Keep a Forex Trading Journal for Funded Accounts | PropLogAI Blog,72,"Learn how funded account traders can keep a practical forex trading journal that tracks rules, risk, emotions, and review notes without turning the process into busywork.",170,https://proplogai.com/blogs/forex-journal-funded-accounts/,true,,false,,,,1,How to Keep a Forex Trading Journal for Funded Accounts,1634,8,5,0,0,0,,4,0,guarantee|advice_signal,113,
https://proplogai.com/blogs/prop-firm-trading-journal,blog,2026-07-06,2026-09-19,200,https://proplogai.com/blogs/prop-firm-trading-journal,0,Best Trading Journal for Prop Firm Traders: What to Track and Why | PropLogAI Blog,82,"Learn what prop firm traders should track in a trading journal, how to review behavior patterns, and how journaling supports discipline without promising trading outcomes.",171,https://proplogai.com/blogs/prop-firm-trading-journal/,true,,false,,,,1,Best Trading Journal for Prop Firm Traders: What to Track and Why,1354,12,9,0,0,0,,4,0,guarantee,89,
https://proplogai.com/blogs/trading-journal-fields,blog,2026-07-06,2026-09-19,200,https://proplogai.com/blogs/trading-journal-fields,0,Trading Journal Fields Every Prop Firm Trader Should Track | PropLogAI Blog,75,"A practical guide to the trading journal fields prop firm traders can track to review risk, rule adherence, emotions, and weekly patterns without relying on trading signals.",173,https://proplogai.com/blogs/trading-journal-fields/,true,,false,,,,1,Trading Journal Fields Every Prop Firm Trader Should Track,1788,11,8,0,0,0,,4,0,guarantee|outcome_language,94,
https://proplogai.com/blogs/trading-journal-benefits,blog,2025-07-01,2026-09-19,200,https://proplogai.com/blogs/trading-journal-benefits,0,Why Every Trader Needs a Trading Journal (And How to Actually Use One) | PropLogAI Blog,87,Most traders know they should journal. Few actually do it consistently. Here,76,https://proplogai.com/blogs/trading-journal-benefits/,true,,false,,,,1,Why Every Trader Needs a Trading Journal (And How to Actually Use One),885,7,4,0,0,0,,4,0,outcome_language,85,
https://proplogai.com/blogs/trading-emotions-account-killer,blog,2025-06-25,2026-09-19,200,https://proplogai.com/blogs/trading-emotions-account-killer,0,Trading Emotions: The Silent Account Killer | PropLogAI Blog,60,"Fear, greed, FOMO, revenge — your emotions are making you lose money. Here",74,https://proplogai.com/blogs/trading-emotions-account-killer/,true,,false,,,,1,Trading Emotions: The Silent Account Killer,969,7,4,0,0,0,,4,0,,99,
https://proplogai.com/blogs/prop-firm-expense-tracking-guide,blog,2025-06-18,2026-09-19,200,https://proplogai.com/blogs/prop-firm-expense-tracking-guide,0,The Complete Guide to Tracking Your Prop Firm Expenses | PropLogAI Blog,71,"Prop firm challenges, resets, activations — the costs add up fast. Here",71,https://proplogai.com/blogs/prop-firm-expense-tracking-guide/,true,,false,,,,1,The Complete Guide to Tracking Your Prop Firm Expenses,774,8,5,0,0,0,,4,0,universal_typical_range,127,
https://proplogai.com/glossary,glossary_index,2026-08-14,2026-09-19,200,https://proplogai.com/glossary,0,Trading Glossary | PropLogAI Glossary,37,36 essential trading terms explained for prop firm traders. From FOMO to funded accounts — learn the vocabulary that makes you a better trader.,143,https://proplogai.com/glossary,true,,false,,,,1,Every term a trader needs to know.,1119,64,0,36,0,0,,0,0,universal_typical_range,99,
https://proplogai.com/glossary/fomo,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/fomo,0,FOMO (Fear of Missing Out) | PropLogAI Glossary,47,"The anxiety-driven urge to enter a trade because the market is moving without you, often leading to impulsive entries outside your trading plan.",144,https://proplogai.com/glossary/fomo/,true,,false,,,,1,FOMO (Fear of Missing Out),419,5,0,3,0,0,,0,0,universal_typical_range,74,
https://proplogai.com/glossary/revenge-trading,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/revenge-trading,0,Revenge Trading | PropLogAI Glossary,36,"Trading aggressively after a loss to ""win back"" the money, typically with larger positions or lower-quality setups, leading to even bigger losses.",146,https://proplogai.com/glossary/revenge-trading/,true,,false,,,,1,Revenge Trading,383,5,0,3,0,0,,0,0,,254,
https://proplogai.com/glossary/tilt,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/tilt,0,Tilt | PropLogAI Glossary,25,"A state of emotional frustration where a trader abandons rational decision-making, often triggered by a string of losses or a single large loss.",144,https://proplogai.com/glossary/tilt/,true,,false,,,,1,Tilt,340,5,0,3,0,0,,0,0,,82,
https://proplogai.com/glossary/confirmation-bias,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/confirmation-bias,0,Confirmation Bias | PropLogAI Glossary,38,The tendency to seek out information that supports your existing trade idea while ignoring evidence that contradicts it.,120,https://proplogai.com/glossary/confirmation-bias/,true,,false,,,,1,Confirmation Bias,349,5,0,3,0,0,,0,0,,77,
https://proplogai.com/glossary/loss-aversion,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/loss-aversion,0,Loss Aversion | PropLogAI Glossary,34,The psychological tendency where the pain of losing money feels roughly twice as intense as the pleasure of gaining the same amount.,132,https://proplogai.com/glossary/loss-aversion/,true,,false,,,,1,Loss Aversion,369,5,0,3,0,0,,0,0,,100,
https://proplogai.com/glossary/overconfidence,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/overconfidence,0,Overconfidence | PropLogAI Glossary,35,"An inflated belief in your trading ability, often following a winning streak, leading to increased risk-taking and abandonment of risk rules.",141,https://proplogai.com/glossary/overconfidence/,true,,false,,,,1,Overconfidence,334,5,0,3,0,0,,0,0,universal_typical_range,97,
https://proplogai.com/glossary/drawdown,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/drawdown,0,Drawdown | PropLogAI Glossary,29,"The peak-to-trough decline in your trading account, measured as a percentage or dollar amount from the highest point to the lowest point before a new high.",155,https://proplogai.com/glossary/drawdown/,true,,false,,,,1,Drawdown,320,5,0,3,0,0,,0,0,universal_typical_range|prescriptive_risk,91,
https://proplogai.com/glossary/position-sizing,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/position-sizing,0,Position Sizing | PropLogAI Glossary,36,"Determining how many lots or contracts to trade based on your account size, risk tolerance, and distance to your stop loss.",123,https://proplogai.com/glossary/position-sizing/,true,,false,,,,1,Position Sizing,362,5,0,3,0,0,,0,0,universal_typical_range,86,
https://proplogai.com/glossary/risk-reward-ratio,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/risk-reward-ratio,0,Risk-Reward Ratio | PropLogAI Glossary,38,"The comparison between how much you stand to lose (risk) versus how much you stand to gain (reward) on a trade, expressed as a ratio like 1:2 or 1:3.",149,https://proplogai.com/glossary/risk-reward-ratio/,true,,false,,,,1,Risk-Reward Ratio,344,5,0,3,0,0,,0,0,,88,
https://proplogai.com/glossary/stop-loss,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/stop-loss,0,Stop Loss | PropLogAI Glossary,30,"A predetermined price level at which you exit a losing trade to limit your downside, placed before or immediately after entering the trade.",139,https://proplogai.com/glossary/stop-loss/,true,,false,,,,1,Stop Loss,352,5,0,3,0,0,,0,0,universal_typical_range,100,
https://proplogai.com/glossary/daily-drawdown-limit,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/daily-drawdown-limit,0,Daily Drawdown Limit | PropLogAI Glossary,41,"The maximum loss a prop firm allows in a single trading day, typically 4-5% of account balance. Breaching it ends your challenge or funded account instantly.",157,https://proplogai.com/glossary/daily-drawdown-limit/,true,,false,,,,1,Daily Drawdown Limit,354,5,0,3,0,0,,0,0,universal_typical_range,98,
https://proplogai.com/glossary/risk-per-trade,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/risk-per-trade,0,Risk Per Trade | PropLogAI Glossary,35,"The percentage of your account you are willing to lose on any single trade, typically 0.5% to 2% for prop firm traders.",119,https://proplogai.com/glossary/risk-per-trade/,true,,false,,,,1,Risk Per Trade,368,5,0,3,0,0,,0,0,universal_typical_range|prescriptive_risk,77,
https://proplogai.com/glossary/win-rate,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/win-rate,0,Win Rate | PropLogAI Glossary,29,"The percentage of your trades that close in profit, calculated as winning trades divided by total trades.",105,https://proplogai.com/glossary/win-rate/,true,,false,,,,1,Win Rate,327,5,0,3,0,0,,0,0,universal_typical_range,89,
https://proplogai.com/glossary/profit-factor,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/profit-factor,0,Profit Factor | PropLogAI Glossary,34,Total gross profits divided by total gross losses. A profit factor above 1.0 means you are making money; above 1.5 is considered strong.,136,https://proplogai.com/glossary/profit-factor/,true,,false,,,,1,Profit Factor,324,5,0,3,0,0,,0,0,,86,
https://proplogai.com/glossary/expectancy,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/expectancy,0,Expectancy | PropLogAI Glossary,31,"The average amount you can expect to win or lose per trade, combining your win rate with your average win and average loss sizes.",129,https://proplogai.com/glossary/expectancy/,true,,false,,,,1,Expectancy,330,5,0,3,0,0,,0,0,,100,
https://proplogai.com/glossary/sharpe-ratio,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/sharpe-ratio,0,Sharpe Ratio | PropLogAI Glossary,33,A measure of risk-adjusted returns that compares your trading profits to their volatility. Higher Sharpe ratios indicate more consistent performance.,149,https://proplogai.com/glossary/sharpe-ratio/,true,,false,,,,1,Sharpe Ratio,342,5,0,3,0,0,,0,0,,102,
https://proplogai.com/glossary/average-win-vs-average-loss,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/average-win-vs-average-loss,0,Average Win vs Average Loss | PropLogAI Glossary,48,"The comparison between the average dollar amount of your winning trades versus your losing trades, revealing whether your winners outsize your losers.",150,https://proplogai.com/glossary/average-win-vs-average-loss/,true,,false,,,,1,Average Win vs Average Loss,336,5,0,3,0,0,,0,0,,87,
https://proplogai.com/glossary/equity-curve,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/equity-curve,0,Equity Curve | PropLogAI Glossary,33,"A graph plotting your account balance over time, showing the trajectory of your trading performance including all wins, losses, and drawdowns.",142,https://proplogai.com/glossary/equity-curve/,true,,false,,,,1,Equity Curve,299,5,0,3,0,0,,0,0,universal_typical_range,125,
https://proplogai.com/glossary/trading-plan,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/trading-plan,0,Trading Plan | PropLogAI Glossary,33,"A comprehensive written document defining your strategy, risk rules, entry/exit criteria, and session schedule — your complete rulebook for trading.",148,https://proplogai.com/glossary/trading-plan/,true,,false,,,,1,Trading Plan,322,5,0,3,0,0,,0,0,,74,
https://proplogai.com/glossary/setup-compliance,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/setup-compliance,0,Setup Compliance | PropLogAI Glossary,37,"The degree to which a trade matches your predefined setup criteria — whether you followed your own rules for entry, stop loss, and target.",138,https://proplogai.com/glossary/setup-compliance/,true,,false,,,,1,Setup Compliance,340,5,0,3,0,0,,0,0,,195,
https://proplogai.com/glossary/overtrading,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/overtrading,0,Overtrading | PropLogAI Glossary,32,"Taking more trades than your strategy calls for, driven by boredom, greed, or the belief that more trades equals more profit.",125,https://proplogai.com/glossary/overtrading/,true,,false,,,,1,Overtrading,308,5,0,3,0,0,,0,0,,88,
https://proplogai.com/glossary/pre-market-routine,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/pre-market-routine,0,Pre-Market Routine | PropLogAI Glossary,39,"A structured preparation process completed before trading begins, including market analysis, level marking, news checks, and mental readiness assessment.",153,https://proplogai.com/glossary/pre-market-routine/,true,,false,,,,1,Pre-Market Routine,309,5,0,3,0,0,,0,0,,139,
https://proplogai.com/glossary/trade-management,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/trade-management,0,Trade Management | PropLogAI Glossary,37,"The decisions you make after entering a trade — adjusting stops, scaling in or out, trailing stops, or closing early based on changing market conditions.",153,https://proplogai.com/glossary/trade-management/,true,,false,,,,1,Trade Management,340,5,0,3,0,0,,0,0,,85,
https://proplogai.com/glossary/rule-based-trading,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/rule-based-trading,0,Rule-Based Trading | PropLogAI Glossary,39,"An approach where every trading decision — entries, exits, sizing, and session management — follows predefined written rules rather than subjective judgment.",157,https://proplogai.com/glossary/rule-based-trading/,true,,false,,,,1,Rule-Based Trading,338,5,0,3,0,0,,0,0,,78,
https://proplogai.com/glossary/prop-firm-challenge,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/prop-firm-challenge,0,Prop Firm Challenge | PropLogAI Glossary,40,An evaluation phase where a trader must demonstrate profitability and risk management on a simulated account to qualify for a funded trading account.,149,https://proplogai.com/glossary/prop-firm-challenge/,true,,false,,,,1,Prop Firm Challenge,335,5,0,3,0,0,,0,0,universal_typical_range,93,
https://proplogai.com/glossary/funded-account,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/funded-account,0,Funded Account | PropLogAI Glossary,35,"A trading account provided by a prop firm with their capital, where the trader keeps a percentage of profits (typically 70-90%) after passing the evaluation.",157,https://proplogai.com/glossary/funded-account/,true,,false,,,,1,Funded Account,322,5,0,3,0,0,,0,0,universal_typical_range,81,
https://proplogai.com/glossary/overall-drawdown-limit,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/overall-drawdown-limit,0,Overall Drawdown Limit | PropLogAI Glossary,43,"The maximum total loss allowed on your account from the starting balance or high-water mark, typically 8-12%. Breaching it ends your challenge or funded account.",161,https://proplogai.com/glossary/overall-drawdown-limit/,true,,false,,,,1,Overall Drawdown Limit,333,5,0,3,0,0,,0,0,universal_typical_range,74,
https://proplogai.com/glossary/profit-target,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/profit-target,0,Profit Target | PropLogAI Glossary,34,"The minimum profit required to pass a prop firm challenge phase, usually expressed as a percentage of account balance (e.g., 8% for Phase 1, 5% for Phase 2).",157,https://proplogai.com/glossary/profit-target/,true,,false,,,,1,Profit Target,349,5,0,3,0,0,,0,0,universal_typical_range,84,
https://proplogai.com/glossary/consistency-rule,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/consistency-rule,0,Consistency Rule | PropLogAI Glossary,37,"A prop firm requirement that no single trading day accounts for more than a certain percentage of total profits, ensuring sustainable rather than lucky performance.",164,https://proplogai.com/glossary/consistency-rule/,true,,false,,,,1,Consistency Rule,359,5,0,3,0,0,,0,0,universal_typical_range,79,
https://proplogai.com/glossary/trading-journal,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/trading-journal,0,Trading Journal | PropLogAI Glossary,36,"A systematic record of every trade including entry/exit details, setup, emotions, reasoning, and lessons learned — the foundation of trading improvement.",153,https://proplogai.com/glossary/trading-journal/,true,,false,,,,1,Trading Journal,309,5,0,3,0,0,,0,0,,90,
https://proplogai.com/glossary/trade-review,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/trade-review,0,Trade Review | PropLogAI Glossary,33,"A structured analysis of past trades to identify patterns, mistakes, and strengths — typically done daily, weekly, or monthly to drive continuous improvement.",158,https://proplogai.com/glossary/trade-review/,true,,false,,,,1,Trade Review,299,5,0,3,0,0,,0,0,,64,
https://proplogai.com/glossary/emotion-tracking,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/emotion-tracking,0,Emotion Tracking | PropLogAI Glossary,37,"The practice of logging your emotional state alongside each trade to identify how feelings like fear, greed, and frustration impact your trading outcomes.",154,https://proplogai.com/glossary/emotion-tracking/,true,,false,,,,1,Emotion Tracking,318,5,0,3,0,0,,0,0,,65,
https://proplogai.com/glossary/pattern-recognition,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/pattern-recognition,0,Pattern Recognition | PropLogAI Glossary,40,"The ability to identify recurring behaviors, habits, and tendencies in your own trading by analyzing journal data over time.",124,https://proplogai.com/glossary/pattern-recognition/,true,,false,,,,1,Pattern Recognition,311,5,0,3,0,0,,0,0,,70,
https://proplogai.com/glossary/performance-report,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/performance-report,0,Performance Report | PropLogAI Glossary,39,"A comprehensive analysis of your trading over a defined period, covering statistics, patterns, strengths, weaknesses, and actionable recommendations.",149,https://proplogai.com/glossary/performance-report/,true,,false,,,,1,Performance Report,290,5,0,3,0,0,,0,0,,69,
https://proplogai.com/glossary/ai-trading-coach,glossary,2026-08-14,2026-09-19,200,https://proplogai.com/glossary/ai-trading-coach,0,AI Trading Coach | PropLogAI Glossary,37,"An AI system that analyzes your trading journal data to provide personalized performance coaching — identifying patterns, weaknesses, and behavioral improvements.",162,https://proplogai.com/glossary/ai-trading-coach/,true,,false,,,,1,AI Trading Coach,332,5,0,3,0,0,,0,0,,131,
